_original_section,_code_type,StatuteLiteral,_level,EnactDate,RepealAmendDate,_section_only,_subparts,_subdivision,_paragraph,_subparagraph,_clause,_charge_reconstructed
25400(C)(3),PC,CCW CRIM ST GANG:ACTIVE,F,2012-01-01,,25400,(C)(3),(C),(3),,,25400(C)(3)
25400(C)(4),PC,CCW PROHIB/UNLAWFUL POSS,F,2012-01-01,,25400,(C)(4),(C),(4),,,25400(C)(4)
25400(C)(5),PC,CCW W/SPECIFIC CONVICTION,F,2012-01-01,,25400,(C)(5),(C),(5),,,25400(C)(5)
25400(C)(5),PC,CCW W/SPECIFIC CONVICTION,M,2012-01-01,,25400,(C)(5),(C),(5),,,25400(C)(5)
25400(C)(6),PC,CCW ON PERSON:LOADED,M,2012-01-01,,25400,(C)(6),(C),(6),,,25400(C)(6)
25400(C)(6),PC,CCW ON PERSON:LOADED,F,2012-01-01,,25400,(C)(6),(C),(6),,,25400(C)(6)
25400(C)(6)(B),PC,CCW OWNER NOT REG W/DOJ,M,2012-01-01,,25400,(C)(6)(B),(C),(6),(B),,25400(C)(6)(B)
25400(C)(6)(B),PC,CCW OWNER NOT REG W/DOJ,F,2012-01-01,,25400,(C)(6)(B),(C),(6),(B),,25400(C)(6)(B)
25400(F),PC,CCW LOADED NOT REG W/DOJ,F,2012-01-01,,25400,(F),(F),,,,25400(F)
25401,CC,SEL/BUY SECURITY BY FRAUD,F,1969-01-02,,25401,,,,,,25401
25507(A),HS,FAIL RPT RELEASE HAZ MAT,M,1985-01-01,,25507,(A),(A),,,,25507(A)
25540,CC,VIOL CORP SECURITIES LAW,F,1969-01-02,,25540,,,,,,25540
25540(B),HS,VIOL HAZ MATERIAL PROCEDR,M,1987-01-01,,25540,(B),(B),,,,25540(B)
25541,CC,FRAUD:USE DEVICE/SCHEME,F,1969-01-02,,25541,,,,,,25541
25601,BP,DISORDERLY HOUSE,M,1953-09-09,,25601,,,,,,25601
25602(A),BP,SELL ALC TO INTOX PERSON,M,1979-01-01,,25602,(A),(A),,,,25602(A)
25603,BP,BRING LIQUOR INTO PRISON,F,1953-09-09,,25603,,,,,,25603
25604,BP,UNLICENSED CLUB ROOM,M,1953-09-09,,25604,,,,,,25604
25606,BP,HIDE/ETC ILL LIQ/ETC:VEH,M,1953-09-09,,25606,,,,,,25606
25607(A),BP,LICENSEE POSS UNAUTH LIQ,M,1985-01-01,,25607,(A),(A),,,,25607(A)
25608,BP,POSS LIQUOR SCHOOL PROP,M,1963-09-20,,25608,,,,,,25608
25608.10,BP,NO ALC BEV:OPEN/CLSD:SPEC,I,2008-06-30,,25608.10,,,,,,25608.10
25609,BP,SEL/ETC SUBSTUTE BRND:LIQ,M,1953-09-09,,25609,,,,,,25609
25612.5(C)(1),BP,FAIL TO POST:NO LOITERING,M,1995-10-10,,25612.5,(C)(1),(C),(1),,,25612.5(C)(1)
25612.5(C)(10),BP,APP OPER STNDRS VIOLATION,M,1995-10-10,,25612.5,(C)(10),(C),(10),,,25612.5(C)(10)
25612.5(C)(2),BP,LIC FAIL POST REQ SIGN,M,1995-10-10,,25612.5,(C)(2),(C),(2),,,25612.5(C)(2)
25612.5(C)(3),BP,NO ALC BEV CONSMD:RTL EST,M,1995-10-10,,25612.5,(C)(3),(C),(3),,,25612.5(C)(3)
25612.5(C)(4),BP,EXTR PREMS/ETC:ILLUMINATE,M,1995-10-10,,25612.5,(C)(4),(C),(4),,,25612.5(C)(4)
25612.5(C)(5),BP,LITTER CLEANED DAILY,M,1995-10-10,,25612.5,(C)(5),(C),(5),,,25612.5(C)(5)
25612.5(C)(6),BP,GRAFFITI REMOVED W/IN 72H,M,1995-10-10,,25612.5,(C)(6),(C),(6),,,25612.5(C)(6)
25612.5(C)(7),BP,UNOBSTRUCTED VIEW FOR LEP,M,1995-10-10,,25612.5,(C)(7),(C),(7),,,25612.5(C)(7)
25612.5(C)(8),BP,PUBLIC PHONE:REQ DEVICE,M,1995-10-10,,25612.5,(C)(8),(C),(8),,,25612.5(C)(8)
25616,BP,FALSIFY RECORDS:SALES ALC,M,1954-01-01,,25616,,,,,,25616
25620,BP,POSS OPEN ALCOHOL:PUBLIC,I,1980-06-28,,25620,,,,,,25620
25631,BP,SELL ALCOHOL AFTER HOURS,M,1953-09-09,,25631,,,,,,25631
25632,BP,PERMIT ALC CONSUMP AFT HR,M,1953-09-09,,25632,,,,,,25632
25650,VC,MOTORCYC H/LAMP:1REQ/2PRM,I,1936-01-01,,25650,,,,,,25650
25651,VC,MOTORCYCLE HEADLAMP VIOL,I,1959-09-18,,25651,,,,,,25651
25657(A),BP,HIRE PROCURE LIQUOR SALE,M,1953-09-09,,25657,(A),(A),,,,25657(A)
25657(B),BP,PERMIT ALCOHOL SOLICITING,M,1953-09-09,,25657,(B),(B),,,,25657(B)
25658(A),BP,SELL/ETC LIQUOR TO MINOR,M,1953-09-09,,25658,(A),(A),,,,25658(A)
25658(B),BP,MINOR BUY LIQUOR IN BAR,M,1953-09-09,,25658,(B),(B),,,,25658(B)
25658(C),BP,LET MINOR DRINK LIQUOR,M,1957-09-11,,25658,(C),(C),,,,25658(C)
25658.5,BP,MINOR ATTEMPT TO BUY ALC,I,1988-01-01,,25658.5,,,,,,25658.5
25659.5(A),BP,KEG ID TAG VIOLATION,M,1994-01-01,,25659.5,(A),(A),,,,25659.5(A)
25659.5(C),BP,POSS KEG BEER W/O REQ ID,M,1994-01-01,,25659.5,(C),(C),,,,25659.5(C)
25659.5(D),BP,BUY KEG BEER W/FALSE ID,M,1995-10-10,,25659.5,(D),(D),,,,25659.5(D)
25660.5,BP,FURNISH MINOR W/FALSE ID,M,1957-09-11,,25660.5,,,,,,25660.5
25661,BP,POSS/USE FALSE ID OF AGE,M,1953-09-09,2007-12-31,25661,,,,,,25661
25661(A),BP,POSS/USE FALSE ID OF AGE,M,2008-01-01,,25661,(A),(A),,,,25661(A)
25662(A),BP,MINOR POSSESS ALCOHOL,M,1989-01-01,,25662,(A),(A),,,,25662(A)
25663(A),BP,USE MINOR LIQUOR PREMISES,M,1985-01-01,,25663,(A),(A),,,,25663(A)
25663(B),BP,UNSUPV MNR SALE LIQUOR,M,1985-01-01,,25663,(B),(B),,,,25663(B)
25664,BP,ADV:ENCORAGE MNR TO DRINK,M,1953-09-09,,25664,,,,,,25664
25665,BP,MINOR IN LIQUOR PREMISES,M,1955-09-07,,25665,,,,,,25665
25800(A),PC,CARRY LOAD F/ARM:COMT FEL,F,2012-01-01,,25800,(A),(A),,,,25800(A)
25800(A),PC,CARRY LOAD F/ARM:COMT FEL,M,2012-01-01,,25800,(A),(A),,,,25800(A)
25850(A),PC,CRRY LOAD F/ARM PUB PLACE,M,2012-01-01,,25850,(A),(A),,,,25850(A)
25850(A),PC,CRRY LOAD F/ARM:PUB:S/CIR,F,2012-01-01,,25850,(A),(A),,,,25850(A)
25850(C)(1),PC,CARRY LOAD F/ARM:PR FEL,F,2012-01-01,,25850,(C)(1),(C),(1),,,25850(C)(1)
25850(C)(2),PC,CARRY STOLEN LOADED F/ARM,F,2012-01-01,,25850,(C)(2),(C),(2),,,25850(C)(2)
25850(C)(3),PC,CRRY LOAD F/ARM:GANG MEMB,F,2012-01-01,,25850,(C)(3),(C),(3),,,25850(C)(3)
25850(C)(4),PC,C/LOADED F/ARM:PROHIB/ETC,F,2012-01-01,,25850,(C)(4),(C),(4),,,25850(C)(4)
25850(C)(5),PC,CARRY LOAD F/ARM:SPEC PRS,F,2012-01-01,,25850,(C)(5),(C),(5),,,25850(C)(5)
25850(C)(5),PC,CARRY LOAD F/ARM:SPEC PRS,M,2012-01-01,,25850,(C)(5),(C),(5),,,25850(C)(5)
25850(C)(6),PC,CRRY LOAD H/GUN:NOT OWNER,F,2012-01-01,,25850,(C)(6),(C),(6),,,25850(C)(6)
25850(C)(6),PC,CRRY LOAD H/GUN:NOT OWNER,M,2012-01-01,,25850,(C)(6),(C),(6),,,25850(C)(6)
25950,VC,VEH LAMPS/ETC COLOR VIOL,I,1980-07-11,,25950,,,,,,25950
26100,VC,SELL/USE UNAP LIGHT EQUIP,I,1980-01-01,,26100,,,,,,26100
26100(A),PC,DRVR/ETC ALLOW F/A IN VEH,M,2012-01-01,,26100,(A),(A),,,,26100(A)
26100(B),PC,DRVR/ETC ALLOW F/A DISCHG,F,2012-01-01,2020-11-08,26100,(B),(B),,,,26100(B)
26100(B),PC,DRVR/ETC ALLOW F/A DISCHG,M,2012-01-01,2020-11-08,26100,(B),(B),,,,26100(B)
26100(B),PC,PRMT DSCHRG F/ARM FRM VEH,F,2020-11-09,,26100,(B),(B),,,,26100(B)
26100(B),PC,PRMT DSCHRG F/ARM FRM VEH,M,2020-11-09,,26100,(B),(B),,,,26100(B)
26100(C),PC,SHOOT AT PERSON FROM VEH,F,2012-01-01,2020-11-08,26100,(C),(C),,,,26100(C)
26100(C),PC,DISCHRG F/ARM VEH AT PRSN,F,2020-11-09,,26100,(C),(C),,,,26100(C)
26100(D),PC,DISCHARGE F/ARM FROM VEH,F,2012-01-01,,26100,(D),(D),,,,26100(D)
26100(D),PC,DISCHARGE F/A FROM VEH,M,2012-01-01,,26100,(D),(D),,,,26100(D)
26101,VC,EQUIP MODIFY DEVICE VIOL,I,1998-01-01,,26101,,,,,,26101
26180(A),PC,FALSE INFO ON WPN LIC,M,2012-01-01,,26180,(A),(A),,,,26180(A)
26180(B),PC,FALSE INFO ON WEAPON LIC,F,2012-01-01,,26180,(B),(B),,,,26180(B)
26302(A),VC,BRAK REQ FOR TRLERS 6000+,I,2019-01-01,,26302,(A),(A),,,,26302(A)
26302(C),VC,BRAK REQ TRLER 6000+ 1982,I,2019-01-01,,26302,(C),(C),,,,26302(C)
26304(A),VC,BREAKAWAY DEVICE REQ VEH,I,2019-01-01,,26304,(A),(A),,,,26304(A)
26311(A),VC,SERVICE BRAKES VIOLATION,I,1982-01-01,,26311,(A),(A),,,,26311(A)
26350(A)(1)(A),PC,CRY UNLD HGN OUT VEH PUB,M,2012-01-01,,26350,(A)(1)(A),(A),(1),(A),,26350(A)(1)(A)
26350(A)(1)(B),PC,CRY UNLD HGN OUT VEH UNIN,M,2012-01-01,,26350,(A)(1)(B),(A),(1),(B),,26350(A)(1)(B)
26350(A)(1)(C),PC,CRY UNLD HGN OUT VEH PHIB,M,2012-01-01,,26350,(A)(1)(C),(A),(1),(C),,26350(A)(1)(C)
26350(A)(2)(A),PC,CARRY UNLOAD H/GUN PUBLIC,M,2012-01-01,,26350,(A)(2)(A),(A),(2),(A),,26350(A)(2)(A)
26350(A)(2)(B),PC,CRY UNLD HGN IN VEH UNINC,M,2012-01-01,,26350,(A)(2)(B),(A),(2),(B),,26350(A)(2)(B)
26350(A)(2)(C),PC,CRY UNLD HGN IN VEH PHIB,M,2012-01-01,,26350,(A)(2)(C),(A),(2),(C),,26350(A)(2)(C)
26400(A),PC,CRRY UNLD F/A NOT H/GUN,M,2013-01-01,2020-11-13,26400,(A),(A),,,,26400(A)
26400(A)(1),PC,CRY UNLD F/A NT HGN INCOR,M,2020-11-16,,26400,(A)(1),(A),(1),,,26400(A)(1)
26400(A)(2),PC,CRY UNLD F/A NT HGN PHIB,M,2013-01-01,,26400,(A)(2),(A),(2),,,26400(A)(2)
26451(A),VC,INADEQUATE PARKING BRAKE,I,2019-01-01,,26451,(A),(A),,,,26451(A)
26452,VC,VEH BRK SYS VIOL:MTR FAIL,I,1959-09-18,,26452,,,,,,26452
26453(A),VC,BRAKE SYS CONDITION VIOL,I,1959-09-18,,26453,(A),(A),,,,26453(A)
26500(A),PC,SELL/ETC FIREARMS W/O LIC,M,2012-01-01,,26500,(A),(A),,,,26500(A)
26505,VC,VEH W/AIRBRKS PRES GA REQ,I,2019-01-01,,26505,,,,,,26505
26506(B),VC,AIR PRESS WARNING DEV REQ,I,2019-01-01,,26506,(B),(B),,,,26506(B)
26700,VC,NO WINDSHIELDS,I,1959-09-18,,26700,,,,,,26700
26701(D),VC,WRONG COLOR:WINDO/ETC MAT,I,1968-11-13,,26701,(D),(D),,,,26701(D)
26703(B),VC,SAFETY GLAZING MATRL VIOL,I,1977-01-01,,26703,(B),(B),,,,26703(B)
26706,VC,WINDSHIELD WIPER VIOL,I,1959-09-18,,26706,,,,,,26706
26708(A),VC,OPR VEH:WINDOW OBSTRUCTED,I,1990-01-01,2008-12-31,26708,(A),(A),,,,26708(A)
26708(A)(1),VC,OPR VEH:WINDOW OBSTRUCTED,I,2009-01-01,,26708,(A)(1),(A),(1),,,26708(A)(1)
26708(A)(2),VC,OPR VEH:WINDOW OBSTRUCTED,I,2011-01-01,,26708,(A)(2),(A),(2),,,26708(A)(2)
26708.5,VC,WINDOW INSTAL/ETC MAT VIO,I,1988-01-01,,26708.5,,,,,,26708.5
26709(A),VC,REARVIEW MIRROR VIOLATION,I,1987-01-01,,26709,(A),(A),,,,26709(A)
26709(B),VC,VEH SIDEVIEW MIRROR VIOL,I,1970-11-23,,26709,(B),(B),,,,26709(B)
26710,VC,DEFECTIVE WINDSHIELD/ETC,I,1959-09-18,,26710,,,,,,26710
27000(A),VC,VEHICLE HORN VIOLATION,I,1959-09-18,,27000,(A),(A),,,,27000(A)
27001,VC,MISUSE VEHICLE HORN,I,1977-01-01,,27001,,,,,,27001
27002,VC,NON EMERG VEH W/SIREN,I,1980-01-01,,27002,,,,,,27002
27007,VC,LOUD OUTSIDE VEH AMP SYS,I,1979-01-01,,27007,,,,,,27007
27150(A),VC,INADEQUATE MUFFLERS,I,1978-01-01,,27150,(A),(A),,,,27150(A)
27151,VC,ILL MOD EXHAUST SYS:NOISE,I,1959-09-18,,27151,,,,,,27151
27152,VC,EXHAUST PIPE VIOLATION,I,1981-01-01,,27152,,,,,,27152
27153,VC,EXCESSIVE EXHAUST VIOL,I,1972-05-03,,27153,,,,,,27153
27154,VC,GASTIGHT EXHAUST SYS VIOL,I,1959-09-18,,27154,,,,,,27154
27155,VC,FUEL TANK CAP VIOLATION,I,1965-07-17,,27155,,,,,,27155
27156(A),VC,OPR/ETC GROSS POLLUTER,I,1994-03-30,,27156,(A),(A),,,,27156(A)
27156(B),VC,NOT EQUIPED W/SMOG DEVICE,I,1994-03-30,,27156,(B),(B),,,,27156(B)
27174.2,SH,CLIMB/TRESPASS BRIDGE/ETC,M,1955-09-07,,27174.2,,,,,,27174.2
27235,PC,GUNSHOW CONTRACT W/VENDOR,M,2012-01-01,2020-11-08,27235,,,,,,27235
27235,PC,GUNSHOW VNDR CONTRACT REQ,M,2020-11-09,,27235,,,,,,27235
27240(A),PC,FAIL POST SIGN GUNSHOW,M,2012-01-01,,27240,(A),(A),,,,27240(A)
27305,PC,GNSHW VNDR W/O WRTN CERT,I,2012-01-01,,27305,,,,,,27305
27305,PC,GNSHW VNDR W/O CERT W/PR,M,2012-01-01,,27305,,,,,,27305
27310,PC,GNSHW INCMPL GUN TRANSFER,I,2012-01-01,,27310,,,,,,27310
27310,PC,GNSHW INCMPL GN TRNSFR PR,M,2012-01-01,,27310,,,,,,27310
27315,PC,GUNSHOW DISPLAY OF AMMO,I,2012-01-01,,27315,,,,,,27315
27315,PC,GNSHW DISPLAY OF AMMO PR,M,2012-01-01,,27315,,,,,,27315
27315,VC,SEATBELT VIOLATION,I,1998-01-01,,27315,,,,,,27315
27315(E),VC,PASNGR 16+ NO SAFETY BELT,I,1996-01-01,,27315,(E),(E),,,,27315(E)
27315(F),VC,OPR VEH:UNSAFE SEATBELTS,I,1988-01-01,,27315,(F),(F),,,,27315(F)
27317,VC,SEL/ETC PREV DEPLOY AIRBG,M,2000-01-01,,27317,,,,,,27317
27320(A),PC,GUNSHOW INFO REQ FRM VNDR,I,2012-01-01,,27320,(A),(A),,,,27320(A)
27320(A),PC,GNSHW INFO RQ FRM VNDR PR,M,2012-01-01,,27320,(A),(A),,,,27320(A)
27325,PC,GUNSHOW MISSING NAME TAG,I,2012-01-01,,27325,,,,,,27325
27325,PC,GNSHW MISSING NAME TAG PR,M,2012-01-01,,27325,,,,,,27325
27330,PC,GNSHW POSS F/ARM + AMMO,I,2012-01-01,,27330,,,,,,27330
27330,PC,GNSHW POSS F/ARM+AMMO PR,M,2012-01-01,,27330,,,,,,27330
27335,PC,GUNSHOW MINOR W/O PARENT,I,2012-01-01,,27335,,,,,,27335
27335,PC,GNSHW MNR W/O PARENT PR,M,2012-01-01,,27335,,,,,,27335
27340(A),PC,GUNSHOW FAIL SIGN GN TAG,I,2012-01-01,,27340,(A),(A),,,,27340(A)
27340(A),PC,GNSHW FL SIGN GUN TAG PR,M,2012-01-01,,27340,(A),(A),,,,27340(A)
27340(B),PC,GUNSHOW BRING GUN UNLAW,I,2012-01-01,,27340,(B),(B),,,,27340(B)
27340(B),PC,GNSHW BRING GUN UNLAW PR,M,2012-01-01,,27340,(B),(B),,,,27340(B)
27345,PC,GNSHW FL PRESENT FOTO ID,I,2012-01-01,,27345,,,,,,27345
27345,PC,GNSHW FL PRSNT FOTO ID PR,M,2012-01-01,,27345,,,,,,27345
27360(A),VC,UNRSTRAINED TOT:PARNT:VEH,I,1982-05-27,,27360,(A),(A),,,,27360(A)
27360(B),VC,UNRESTRAINED TOT IN VEH,I,1982-05-27,,27360,(B),(B),,,,27360(B)
27360.5(A),VC,UNBELTED TOT 4+:PARNT VEH,I,1995-01-01,,27360.5,(A),(A),,,,27360.5(A)
27360.5(B),VC,TRNSPRT TOT-16 W/O RSTRNT,I,1995-01-01,,27360.5,(B),(B),,,,27360.5(B)
27375(A),VC,OPERATE LIMO W/O EXITS,I,2014-01-02,,27375,(A),(A),,,,27375(A)
27375(B),VC,FAIL UNLOCK LIMO:EMERGNCY,I,2014-01-01,,27375,(B),(B),,,,27375(B)
27400,VC,HEADSET/ETC VIOL:VEH/BIKE,I,1986-01-01,,27400,,,,,,27400
27443(A),GC,PUB OFCR:PUR PROP:CONFLCT,F,1968-11-13,,27443,(A),(A),,,,27443(A)
27443(B),GC,PUB OFCL:TRNS/ETC:CNFLICT,F,1973-03-07,,27443,(B),(B),,,,27443(B)
27459,VC,SNOWTIRE/CHAIN VIO:POSTED,I,1959-09-18,,27459,,,,,,27459
27465(B),VC,TIRE TREAD DEPTH VIOL,I,1985-07-01,,27465,(B),(B),,,,27465(B)
27491,GC,FAIL TO NOTIFY CORONER,M,1961-01-01,,27491,,,,,,27491
27491.3,GC,TAMP/ETC LOK/ETC:PROP:DED,M,1978-01-01,,27491.3,,,,,,27491.3
27500(A),PC,SELL F/ARM TO PROHIB PRSN,F,2012-01-01,,27500,(A),(A),,,,27500(A)
27500(B),PC,SELL/ETC F/ARM:PROHIB CLS,F,2012-01-01,,27500,(B),(B),,,,27500(B)
27500(B),PC,SELL/ETC F/ARM:PROHIB CLS,M,2012-01-01,,27500,(B),(B),,,,27500(B)
27501(B),VC,TIRE N/CONFORMANCE W/REG,I,1976-03-26,,27501,(B),(B),,,,27501(B)
27505(A),PC,SELL/ETC FIREARM TO MINOR,F,2012-01-01,2020-11-08,27505,(A),(A),,,,27505(A)
27505(A),PC,SELL/ETC FIREARM TO MINOR,M,2012-01-01,2020-11-08,27505,(A),(A),,,,27505(A)
27505(A),PC,SELL/LOAN/TRNSF F/ARM MNR,F,2020-11-09,,27505,(A),(A),,,,27505(A)
27505(A),PC,SELL/LOAN/TRNSF F/ARM MNR,M,2020-11-09,,27505,(A),(A),,,,27505(A)
27510(A),PC,DLR SELL/ETC F/ARM TO MNR,M,2012-01-01,,27510,(A),(A),,,,27510(A)
27510(A),PC,DLR SELL/ETC F/ARM TO MNR,F,2012-01-01,,27510,(A),(A),,,,27510(A)
27515,PC,SEL/LOAN/ETC F/ARM:S/CIRC,F,2012-01-01,2020-11-08,27515,,,,,,27515
27515,PC,SEL/LOAN/ETC F/ARM:S/CIRC,M,2012-01-01,2020-11-08,27515,,,,,,27515
27515,PC,SELL/LOAN F/ARM NONPRCHSR,F,2020-11-09,,27515,,,,,,27515
27515,PC,SELL/LOAN F/ARM NONPRCHSR,M,2020-11-09,,27515,,,,,,27515
27520,PC,SELL/ETC C/F/ARM/ETC:-AGE,M,2012-01-01,2020-11-08,27520,,,,,,27520
27520,PC,SELL/ETC C/F/ARM/ETC:-AGE,F,2012-01-01,2020-11-08,27520,,,,,,27520
27520,PC,AQUIRE F/ARM ILL SELL/ETC,M,2020-11-09,,27520,,,,,,27520
27520,PC,AQUIRE F/ARM ILL SELL/ETC,F,2020-11-09,,27520,,,,,,27520
27545,PC,UNLIC SALE/TRAN/ETC F/ARM,F,2012-01-01,,27545,,,,,,27545
27545,PC,UNLIC SALE/TRAN/ETC F/ARM,M,2012-01-01,,27545,,,,,,27545
27585(A),PC,IMPRT/TRNSP F/ARM INTO ST,M,2015-01-01,,27585,(A),(A),,,,27585(A)
27585(A),PC,IMPRT/TRNSP F/ARM INTO ST,F,2015-01-01,,27585,(A),(A),,,,27585(A)
27600,VC,SPEC VEH FENDER/ETC VIOL,I,1971-01-01,,27600,,,,,,27600
27602(A),VC,OPR VEH WITH TV VISIBLE,I,1980-05-20,,27602,(A),(A),,,,27602(A)
27605,VC,OPR UNAUTH POLICE VEHICLE,I,1982-01-01,,27605,,,,,,27605
27700(A),VC,TOW TRK VIOL OF EQUIP REQ,I,2019-01-01,,27700,(A),(A),,,,27700(A)
27801(A),VC,MOTORCYCLE SEAT VIOLATION,I,1972-05-03,,27801,(A),(A),,,,27801(A)
27802(B),VC,SELL/USE SFTY HELMET VIOL,I,1970-01-01,,27802,(B),(B),,,,27802(B)
27803(A),VC,DRV/PASS WEAR APRV HELMET,I,1985-01-01,,27803,(A),(A),,,,27803(A)
27803(B),VC,MOTORCYCLE/ETC:HELMET VIO,I,1992-01-01,,27803,(B),(B),,,,27803(B)
27900(A),VC,HIRE VEH/ETC:ID DSPL VIOL,I,1999-01-01,,27900,(A),(A),,,,27900(A)
27901,VC,NME/TRDMK ON FOR-HIRE VEH,I,2019-01-01,,27901,,,,,,27901
27904,VC,FLR/DISP COMP NM PILOT CR,I,2019-01-01,,27904,,,,,,27904
27904.5,VC,FLR/DISP ID SIG PILOT CAR,I,2019-01-01,,27904.5,,,,,,27904.5
27907,VC,TOW TRK/ETC ID INFO VIOL,I,1994-01-01,,27907,,,,,,27907
27909,VC,VIS SIGN VEH LIQ PET/GAS,I,2019-01-01,,27909,,,,,,27909
28000,VC,EMERG EXIT VIO:VAN ICEBOX,I,1961-09-15,,28000,,,,,,28000
28050,PC,DLR VIOL SALE/ETC:FIREARM,M,2012-01-01,2020-11-13,28050,,,,,,28050
28050(A),PC,VIOL PRIV PARTY SAL F/ARM,M,2020-11-16,,28050,(A),(A),,,,28050(A)
28050(B),PC,VIOL PRVT PRTY DLVR F/ARM,M,2012-01-01,,28050,(B),(B),,,,28050(B)
28050(C),PC,VIOL DLR DLVR F/ARM REQ,M,2012-01-01,,28050,(C),(C),,,,28050(C)
28051,VC,ODOMETER VIO:UNLAWFL ALTR,M,1973-09-25,,28051,,,,,,28051
28051.5,VC,ODOMETER:ADV RESET DEVICE,M,1970-11-23,,28051.5,,,,,,28051.5
28071,VC,VEHICLE BUMPER VIOLATION,I,1974-01-01,,28071,,,,,,28071
28100,VC,FLR/DISP RED WRN FLG PILT,I,2019-01-01,,28100,,,,,,28100
28101,VC,NONCOMP PILOT CAR DESIGN,I,2019-01-01,,28101,,,,,,28101
28210(A)(1),PC,GIVE FALSE ID:F/ARM REG,F,2012-01-01,,28210,(A)(1),(A),(1),,,28210(A)(1)
28210(A)(1),PC,GIVE FALSE ID:F/ARM REG,M,2012-01-01,,28210,(A)(1),(A),(1),,,28210(A)(1)
28250(A)(1),PC,FURN FICT INFO F/ARM REG,M,2012-01-01,,28250,(A)(1),(A),(1),,,28250(A)(1)
28250(A)(2),PC,KNW FURN INCORR INFO REG,M,2012-01-01,,28250,(A)(2),(A),(2),,,28250(A)(2)
28250(A)(3),PC,OMIT REQ INFO F/ARM REG,M,2012-01-01,,28250,(A)(3),(A),(3),,,28250(A)(3)
28250(B)(1),PC,FURN FICT INFO F/ARM REG,F,2012-01-01,,28250,(B)(1),(B),(1),,,28250(B)(1)
28250(B)(2),PC,FALS INFO ELTRNC F/A TRNF,F,2012-01-01,2020-11-08,28250,(B)(2),(B),(2),,,28250(B)(2)
28250(B)(2),PC,FLS INFO F/ARM REG PROHB,F,2020-11-09,,28250,(B)(2),(B),(2),,,28250(B)(2)
28250(B)(3),PC,OMIT REQ INFO F/ARM REG,F,2012-01-01,,28250,(B)(3),(B),(3),,,28250(B)(3)
29001,VC,5TH WHL CONNECT DEVC REQ,I,2019-01-01,,29001,,,,,,29001
29002,VC,5TH WHL LOCKING DEVC REQ,I,2019-01-01,,29002,,,,,,29002
29003(A),VC,HITCH/ETC MOUNT VIOLATION,I,1969-11-10,,29003,(A),(A),,,,29003(A)
29004(A),VC,TOW VEH:SAFETY CHAIN REQ,I,1993-01-01,,29004,(A),(A),,,,29004(A)
29006(A),VC,INCORR COUPLING TOWED VEH,I,2019-01-01,,29006,(A),(A),,,,29006(A)
29010(A),PC,MFG OF F/ARMS LICENSE REQ,M,2012-01-01,2020-11-08,29010,(A),(A),,,,29010(A)
29010(A),PC,UNLAWFUL MFG OF FIREARM,M,2020-11-09,,29010,(A),(A),,,,29010(A)
29010(C),PC,FLR PRVD RCRD MFG CLOSUR,M,2012-01-01,,29010,(C),(C),,,,29010(C)
29180(B),PC,MFG/ASSMBL F/ARM DOJ REQ,M,2019-01-01,,29180,(B),(B),,,,29180(B)
29180(C),PC,OWN F/ARM W/O SERIAL NUM,M,2019-01-01,,29180,(C),(C),,,,29180(C)
29180(D)(1),PC,SELL/TRANSFER MFG FIREARM,M,2019-01-01,,29180,(D)(1),(D),(1),,,29180(D)(1)
29180(E),PC,NW RES POSS F/ARM W/O NUM,M,2019-01-01,,29180,(E),(E),,,,29180(E)
29180(F),PC,KNWNGLY AID/ABT MFG F/ARM,M,2019-01-01,,29180,(F),(F),,,,29180(F)
29525,PC,FURNISH FALSE INFO PERMIT,M,2012-01-01,,29525,,,,,,29525
29610,PC,MNR ILL POSS CNCEL WPN:PR,F,2012-01-01,2020-11-08,29610,,,,,,29610
29610,PC,MNR ILL POSS CONCEAL WPN,M,2012-01-01,2020-11-08,29610,,,,,,29610
29610,PC,MINOR ILL POSS CONCLD WPN,F,2020-11-09,2021-12-31,29610,,,,,,29610
29610,PC,MINOR ILL POSS CONCLD WPN,M,2020-11-09,2021-12-31,29610,,,,,,29610
29650,PC,MINOR ILL POSS LIVE AMMO,F,2012-01-01,,29650,,,,,,29650
29650,PC,MINOR ILL POSS LIVE AMMO,M,2012-01-01,,29650,,,,,,29650
29800(A)(1),PC,FELON/ETC POSS/ETC F/ARM,F,2012-01-01,,29800,(A)(1),(A),(1),,,29800(A)(1)
29800(A)(2),PC,POSS/ETC F/ARM 2+CONV 417,F,2012-01-01,,29800,(A)(2),(A),(2),,,29800(A)(2)
29800(B),PC,CONV PERSN POSS/ETC F/ARM,F,2012-01-01,2020-11-08,29800,(B),(B),,,,29800(B)
29800(B),PC,CONV JUV POSS/ETC F/ARM,F,2020-11-09,,29800,(B),(B),,,,29800(B)
29805,PC,CONV POSS/ETC F/ARM:SP PR,F,2012-01-01,2020-11-15,29805,,,,,,29805
29805,PC,CONV POSS/ETC F/ARM:SP PR,M,2012-01-01,2020-11-15,29805,,,,,,29805
29805(A),PC,CONV POSS/ETC F/ARM:SP PR,F,2018-01-01,2020-12-31,29805,(A),(A),,,,29805(A)
29805(A),PC,CONV POSS/ETC F/ARM:SP PR,M,2018-01-01,2020-12-31,29805,(A),(A),,,,29805(A)
29805(A),PC,POSS F/ARM BY CONV MISD,F,2020-11-16,,29805,(A),(A),,,,29805(A)
