_geocodio_number,_geocodio_street,_geocodio_city,_geocodio_state,_geocodio_zip,_geocodio_street_address,_project_types,_org_names,_org_ids,_subcategory,_category,_parsed,_coc_ids
837,E THOMPSON BLVD,VENTURA,CA,93001,837 E THOMPSON BLVD,PSH,Community Action PSH,3703,permanent supportive housing,sheltered,"837 E THOMPSON BLVD, VENTURA, CA, 93001",CA-611
837,S BONNIE BEACH PL,LOS ANGELES,CA,90023,837 S BONNIE BEACH PL,PSH,Whittier Supportive Housing; Whittier Permanent Support Housing,32596,permanent supportive housing,sheltered,"837 S BONNIE BEACH PL, LOS ANGELES, CA, 90023",CA-600
83791,DATE AVE,INDIO,CA,92201,83791 DATE AVE,TH; ES,Martha's Village & Kitchen Transitional Housing; Martha's Village & Kitchen Women's Transitional Housing; MVK Renewing Hope Emergency Shelter,9184,mixed support,sheltered,"83791 DATE AVE, INDIO, CA, 92201",CA-608
838,E 109TH ST,LOS ANGELES,CA,90059,838 E 109TH ST,ES,SSG FSC Bridge Housing,28732,emergency shelter,unhoused,"838 E 109TH ST, LOS ANGELES, CA, 90059",CA-600
84,W 6TH ST,PITTSBURG,CA,94565,84 W 6TH ST,TH,Pittsburg Family Center,6173,transitional housing,sheltered,"84 W 6TH ST, PITTSBURG, CA, 94565",CA-505
8401,JACKSON RD,SACRAMENTO,CA,95826,8401 JACKSON RD,PSH; RRH; OPH; ES,Cal Works Emergency Shelter Program; Saint John's Independent Housing Partnership; Program For Women and Children,11112,mixed support,sheltered,"8401 JACKSON RD, SACRAMENTO, CA, 95826",CA-503
8411,MACARTHUR BLVD,OAKLAND,CA,94605,8411 MACARTHUR BLVD,TH,BOSS-NZ-TH-Hope Reentry-RHP,902,transitional housing,sheltered,"8411 MACARTHUR BLVD, OAKLAND, CA, 94605",CA-502
8416,S AINSWORTH AVE,TACOMA,WA,98444,8416 S AINSWORTH AVE,TH,Ainsworth,3951,transitional housing,sheltered,"8416 S AINSWORTH AVE, TACOMA, WA, 98444",WA-503
845,8TH ST,BREMERTON,WA,98337,845 8TH ST,RRH; PSH; ES,HSC Rental Assistance RRH; KCRHAP; KCREmergency Housing; LIHEAP HP; KCR Veterans - Shelter Vouchers; KCRCHG Rapid Rehousing; LIHEAP RRH,9051,mixed support,sheltered,"845 8TH ST, BREMERTON, WA, 98337",WA-501
845,E ARROW HWY,POMONA,CA,91767,845 E ARROW HWY,TH,Women's Center,32600,transitional housing,sheltered,"845 E ARROW HWY, POMONA, CA, 91767",CA-600
847,BROOKSIDE DR,RICHMOND,CA,94801,847 BROOKSIDE DR,ES,Brookside Adult Interim Housing; Calli House Youth Shelter; Brookside Adult Interim Housing HCHV,1867,emergency shelter,unhoused,"847 BROOKSIDE DR, RICHMOND, CA, 94801",CA-505
847,NE 19TH AVE,PORTLAND,OR,97232,847 NE 19TH AVE,RRH; PSH,"Cascadia - SPC: spcvac (3173); Cascadia - CCC HOPE (4990); Cascadia - SPC: spccpt (3134, 3194); Cascadia - Permanent (Special Needs) Housing Leasing (2511); Cascadia - SPC:spc4 (3133); Cascadia - OTIH (2848); Cascadia - OTIS (2664); Cascadia - SPC: spccpt (3134); Cascadia- SPC Mult Co - spc6 (4917); Cascadia - Home Safe (4588)",1217,mixed support,sheltered,"847 NE 19TH AVE, PORTLAND, OR, 97232",OR-501
849,S NORMANDIE AVE,LOS ANGELES,CA,90005,849 S NORMANDIE AVE,PSH,Fox Normandie Apartments; CA0335 Fox Normandie Apartments; CA0383 Fox Normandie Apartments - Supportive Services; CA0376 Fox Normandie Apartments - Supportive Services,359,permanent supportive housing,sheltered,"849 S NORMANDIE AVE, LOS ANGELES, CA, 90005",CA-600
8490,WREN AVE,GILROY,CA,95020,8490 WREN AVE,ES,Gilroy Nightly Shelter; HomeFirst - Nightly CWSP Gilroy(139); Gilroy Armory Inclement Weather; Gilroy Inclement Weather Shelter (formerly Gilroy Armory Inclement Weather),8527,emergency shelter,unhoused,"8490 WREN AVE, GILROY, CA, 95020",CA-500
8495,HIGHWAY 62,WHITE CITY,OR,97503,8495 HIGHWAY 62,TH; PSH,(VA-VASH): Vouchers with HAJC; VA - HUD VASH HOUSING (HIC); (VA-DCHV) at SORCC,23341,mixed support,sheltered,"8495 HIGHWAY 62, WHITE CITY, OR, 97503",OR-502
850,BRODERICK ST,SAN FRANCISCO,CA,94115,850 BRODERICK ST,PSH,Zygmunt Arendt House,1826,permanent supportive housing,sheltered,"850 BRODERICK ST, SAN FRANCISCO, CA, 94115",CA-501
850,LAKEPORT BLVD,LAKEPORT,CA,95453,850 LAKEPORT BLVD,RRH,NCO-New Digs FEMA (EFSP),44133,rapid rehousing,sheltered,"850 LAKEPORT BLVD, LAKEPORT, CA, 95453",CA-529
8501,S SAN PEDRO ST,LOS ANGELES,CA,90003,8501 S SAN PEDRO ST,ES,CES Crisis Housing Family,8630,emergency shelter,unhoused,"8501 S SAN PEDRO ST, LOS ANGELES, CA, 90003",CA-600
8501,S VERMONT AVE,LOS ANGELES,CA,90044,8501 S VERMONT AVE,ES,SSG FSC Crisis Housing,28732,emergency shelter,unhoused,"8501 S VERMONT AVE, LOS ANGELES, CA, 90044",CA-600
8502,WALLINGFORD AVE N,SEATTLE,WA,98103,8502 WALLINGFORD AVE N,TH,Harder House; MJ Harder House,7211,transitional housing,sheltered,"8502 WALLINGFORD AVE N, SEATTLE, WA, 98103",WA-500
8509,S BROADWAY,LOS ANGELES,CA,90003,8509 S BROADWAY,ES,Crisis Housing Family Shelter Safe Landing for Families,6738,emergency shelter,unhoused,"8509 S BROADWAY, LOS ANGELES, CA, 90003",CA-600
851,N OAKLAND AVE,PASADENA,CA,91104,851 N OAKLAND AVE,RRH; TH,Transitional Living Center (E); Transitional Living Center (B); Measure H Transitional Housing Program SPA 3; Transitional Living Center (C); CES RRH Youth SPA 3; Transitional Living Center (D); Transitional Living Center (A),40013,mixed support,sheltered,"851 N OAKLAND AVE, PASADENA, CA, 91104",CA-600
8511,S VERMONT AVE,LOS ANGELES,CA,90044,8511 S VERMONT AVE,ES,DMH Emergency Bridge Housing,43646,emergency shelter,unhoused,"8511 S VERMONT AVE, LOS ANGELES, CA, 90044",CA-600
8525,S BROADWAY,LOS ANGELES,CA,90003,8525 S BROADWAY,RRH,RRH Individuals SPA 6; Rapid ReHousing Homeless Living Veh SPA 6; CES RRH Individuals SPA 6,6738,rapid rehousing,sheltered,"8525 S BROADWAY, LOS ANGELES, CA, 90003",CA-600
855,PARTRIDGE DR,VENTURA,CA,93003,855 PARTRIDGE DR,ES; RRH; PSH,HSA RRH FAMILIES; HSA HPRP-BOS RRH 136; Choices Permanent Supportive Housing; CH Singles; Thomas Fire Motel Vouchers; Homeless Services--Choices; HSA OXNARD ESG RRH 14/17 147,12398; 5235,mixed support,sheltered,"855 PARTRIDGE DR, VENTURA, CA, 93003",CA-611
857,WASHINGTON ST,RED BLUFF,CA,96080,857 WASHINGTON ST,TH,Church Without Walls,,transitional housing,sheltered,"857 WASHINGTON ST, RED BLUFF, CA, 96080",CA-527
859,E VISTA WAY,VISTA,CA,92084,859 E VISTA WAY,ES,Alliance NC Winter Shelter (6107); ARS North County (6107); OH - ES - ARS North County (6107),11227,emergency shelter,unhoused,"859 E VISTA WAY, VISTA, CA, 92084",CA-601
8601,128TH ST E,PUYALLUP,WA,98373,8601 128TH ST E,PSH,Independent House Opportunities Puyallup; Share and Care House - IHP Permanent,13066,permanent supportive housing,sheltered,"8601 128TH ST E, PUYALLUP, WA, 98373",WA-503
8606,PACIFIC AVE,TACOMA,WA,98444,8606 PACIFIC AVE,TH,MDC - Pacific Courtyard - SHP; Pacific Courtyard,4473,transitional housing,sheltered,"8606 PACIFIC AVE, TACOMA, WA, 98444",WA-503
8624,DE SOTO AVE,CANOGA PARK,CA,91304,8624 DE SOTO AVE,PSH,Carriage House,7231,permanent supportive housing,sheltered,"8624 DE SOTO AVE, CANOGA PARK, CA, 91304",CA-600
863,E 6TH ST,POMONA,CA,91766,863 E 6TH ST,PSH,Shelter Plus Care (City of Pomona Grant Holder),9568,permanent supportive housing,sheltered,"863 E 6TH ST, POMONA, CA, 91766",CA-600
864,ELLIS ST,SAN FRANCISCO,CA,94109,864 ELLIS ST,PSH,Ellis Street Apartments,4062; 7035,permanent supportive housing,sheltered,"864 ELLIS ST, SAN FRANCISCO, CA, 94109",CA-501
865,NW REIMAN AVE,CORVALLIS,OR,97330,865 NW REIMAN AVE,RRH; TH; ES,CSC-HIC-COI-Transitional Housing - TH (4118) [ROCC]; Community Outreach Inc - Transitional Housing - SHELTERPOINT(3529) [ROCC]; CSC-HIC-COI-Family Shelter - TH (4117) [ROCC]; Community Outreach Inc - VA Grant Per Diem - TH (3778) [ROCC]; Community Outreach Inc - Transitional Housing  TH - SHELTERPOINT(3529) [ROCC]; Community Outreach Inc - VA Grant Per Diem - TH - SHELTERPOINT(3778) [ROCC]; CSC - COI - Men's Emergency - ES [ROCC]; CSC - HIC - COI - Shelter - ES (4117) [ROCC]; CSC\BEN\HTBA\HousingStabilization\RRH (5658) [ROCC; Community Outreach Inc - Transitional Housing (3529) [ROCC],32743; 30855; 42611,mixed support,sheltered,"865 NW REIMAN AVE, CORVALLIS, OR, 97330",OR-505
8657,WHITAKER ST,BUENA PARK,CA,90621,8657 WHITAKER ST,OPH; TH,Hope Family Housing-Buena Park,5338,mixed support,sheltered,"8657 WHITAKER ST, BUENA PARK, CA, 90621",CA-602
866,24TH ST,SAN DIEGO,CA,92102,866 24TH ST,TH,Mahedy House (90016); Founders (6113),11706; 11222,transitional housing,sheltered,"866 24TH ST, SAN DIEGO, CA, 92102",CA-601
8686,VENICE BLVD,LOS ANGELES,CA,90034,8686 VENICE BLVD,ES,GR Homeless Assistance Program (SPA 5),18705,emergency shelter,unhoused,"8686 VENICE BLVD, LOS ANGELES, CA, 90034",CA-600
869,ELLIS ST,SAN FRANCISCO,CA,94109,869 ELLIS ST,ES,Lark Inn for Youth; Lark Inn Seasonal for Youth,4062,emergency shelter,unhoused,"869 ELLIS ST, SAN FRANCISCO, CA, 94109",CA-501
8707,S MENLO AVE,LOS ANGELES,CA,90044,8707 S MENLO AVE,PSH,PBV 88th & Vermont,29154,permanent supportive housing,sheltered,"8707 S MENLO AVE, LOS ANGELES, CA, 90044",CA-600
871,TURK ST,SAN FRANCISCO,CA,94102,871 TURK ST,PSH,Parkview Terrace- LOSP; Parkview Terrace Apartments,1524; 42065,permanent supportive housing,sheltered,"871 TURK ST, SAN FRANCISCO, CA, 94102",CA-501
8714,S WESTERN AVE,LOS ANGELES,CA,90047,8714 S WESTERN AVE,ES,CES Bridge Housing Program NDC,28732,emergency shelter,unhoused,"8714 S WESTERN AVE, LOS ANGELES, CA, 90047",CA-600
8714,SE LAFAYETTE ST,PORTLAND,OR,97266,8714 SE LAFAYETTE ST,PSH,Cascadia - Lafayette Court (3022),1217,permanent supportive housing,sheltered,"8714 SE LAFAYETTE ST, PORTLAND, OR, 97266",OR-501
8720,S FIGUEROA ST,LOS ANGELES,CA,90003,8720 S FIGUEROA ST,ES,DMH Interim Housing Family Center; DMH Interim Housing for Women,8630,emergency shelter,unhoused,"8720 S FIGUEROA ST, LOS ANGELES, CA, 90003",CA-600
875,POST ST,SAN FRANCISCO,CA,94109,875 POST ST,OPH; PSH,Looper; Edgewood Hotel; Edgeworth Hotel - GF,6575,mixed support,sheltered,"875 POST ST, SAN FRANCISCO, CA, 94109",CA-501
8756,CANBY AVE,NORTHRIDGE,CA,91325,8756 CANBY AVE,ES,Emergency Housing Program,5896,emergency shelter,unhoused,"8756 CANBY AVE, NORTHRIDGE, CA, 91325",CA-600
8770,S BROADWAY,LOS ANGELES,CA,90003,8770 S BROADWAY,ES,DPSS GR Crisis Housing SPA 6 Women; CES Bridge Housing Program C4L; CES Crisis Housing Program C4L,28847,emergency shelter,unhoused,"8770 S BROADWAY, LOS ANGELES, CA, 90003",CA-600
8775,AERO DR,SAN DIEGO,CA,92123,8775 AERO DR,PSH,MHS - City Star ACT (6945),11962,permanent supportive housing,sheltered,"8775 AERO DR, SAN DIEGO, CA, 92123",CA-601
88,6TH ST,SAN FRANCISCO,CA,94103,88 6TH ST,PSH,Bayanihan House,2899,permanent supportive housing,sheltered,"88 6TH ST, SAN FRANCISCO, CA, 94103",CA-501
88,BROADWAY,SAN FRANCISCO,CA,94111,88 BROADWAY,PSH,88 Broadway,1141,permanent supportive housing,sheltered,"88 BROADWAY, SAN FRANCISCO, CA, 94111",CA-501
880,TULLY RD,SAN JOSE,CA,95111,880 TULLY RD,ES,OWL - Overnight Warming Locations - HTF - SJ,8527,emergency shelter,unhoused,"880 TULLY RD, SAN JOSE, CA, 95111",CA-500
8800,SE 80TH AVE,PORTLAND,OR,97206,8800 SE 80TH AVE,ES,CSC Warming Center,1767,emergency shelter,unhoused,"8800 SE 80TH AVE, PORTLAND, OR, 97206",OR-507
8808,6TH AVE NW,SEATTLE,WA,98117,8808 6TH AVE NW,OPH,Greenwood House,4227,OPH,sheltered,"8808 6TH AVE NW, SEATTLE, WA, 98117",WA-500
8809,CRENSHAW BLVD,INGLEWOOD,CA,90305,8809 CRENSHAW BLVD,TH,H Transitional Housing,28669,transitional housing,sheltered,"8809 CRENSHAW BLVD, INGLEWOOD, CA, 90305",CA-600
8813,INDIANA AVE,RIVERSIDE,CA,92503,8813 INDIANA AVE,PSH,City of Riverside PSH Chronically Homeless,1683,permanent supportive housing,sheltered,"8813 INDIANA AVE, RIVERSIDE, CA, 92503",CA-608
8822,CANBY AVE,NORTHRIDGE,CA,91325,8822 CANBY AVE,ES,Emergency Housing Program; FSC Canby Emergency Housing,32433; 5896,emergency shelter,unhoused,"8822 CANBY AVE, NORTHRIDGE, CA, 91325",CA-600
883,S ANAHEIM BLVD,ANAHEIM,CA,92805,883 S ANAHEIM BLVD,RRH; ES,Housing Support Program SSA; HAPP Rapid Re-housing; Chronically Homeless Individual Pilot Program; TAY State ESG; Motel Assistance,11203,mixed support,sheltered,"883 S ANAHEIM BLVD, ANAHEIM, CA, 92805",CA-602
8833,CEDAR ST,BELLFLOWER,CA,90706,8833 CEDAR ST,ES,Bellflower Temporary Emergency Shelter,32401,emergency shelter,unhoused,"8833 CEDAR ST, BELLFLOWER, CA, 90706",CA-600
884,LAFAYETTE ST,SANTA CLARA,CA,95050,884 LAFAYETTE ST,TH,Lafayette Parenting (formerly Norman North County); Hathaway (formerly Lafayette Parenting); BWC Lafayette Parenting (formerly Norman North County)(3090),636,transitional housing,sheltered,"884 LAFAYETTE ST, SANTA CLARA, CA, 95050",CA-500
8866,W PICO BLVD,LOS ANGELES,CA,90035,8866 W PICO BLVD,PSH,PBV Pico Robertson Senior Community,41978,permanent supportive housing,sheltered,"8866 W PICO BLVD, LOS ANGELES, CA, 90035",CA-600
890,E VISTA WAY,VISTA,CA,92084,890 E VISTA WAY,ES,IAC Intake & Access Center (1151),9393,emergency shelter,unhoused,"890 E VISTA WAY, VISTA, CA, 92084",CA-601
8901,N NEWELL AVE,PORTLAND,OR,97203,8901 N NEWELL AVE,PSH,Hacienda CDC - Miraflores (2872); Hacienda CDC - Miraflores (2972),8760,permanent supportive housing,sheltered,"8901 N NEWELL AVE, PORTLAND, OR, 97203",OR-501
8904,WILLIS AVE,PANORAMA CITY,CA,91402,8904 WILLIS AVE,PSH,Willis Avenue Apartments,359,permanent supportive housing,sheltered,"8904 WILLIS AVE, PANORAMA CITY, CA, 91402",CA-600
8906,COLUMBUS AVE,NORTH HILLS,CA,91343,8906 COLUMBUS AVE,TH; PSH,CA0433 Penny Lane Permanent Housing Program; Penny Lane Permanent Housing Center Program; CA0438 Columbus Project,5157,mixed support,sheltered,"8906 COLUMBUS AVE, NORTH HILLS, CA, 91343",CA-600
891,S STATE COLLEGE BLVD,ANAHEIM,CA,92806,891 S STATE COLLEGE BLVD,PSH,Tyrol Plaza,341,permanent supportive housing,sheltered,"891 S STATE COLLEGE BLVD, ANAHEIM, CA, 92806",CA-602
8911,N LEONARD ST,PORTLAND,OR,97203,8911 N LEONARD ST,ES,Community of Hope (5735),39939,emergency shelter,unhoused,"8911 N LEONARD ST, PORTLAND, OR, 97203",OR-501
8915,SW CENTER ST,PORTLAND,OR,97223,8915 SW CENTER ST,PSH,Housing TEAM Program,9145,permanent supportive housing,sheltered,"8915 SW CENTER ST, PORTLAND, OR, 97223",OR-506
8925,GLENOAKS BLVD,SUN VALLEY,CA,91352,8925 GLENOAKS BLVD,PSH,Palo Verde Apartment; DHS Palo Verde Apartments; Palo Verde,32433,permanent supportive housing,sheltered,"8925 GLENOAKS BLVD, SUN VALLEY, CA, 91352",CA-600
8940,SE JANNSEN RD,CLACKAMAS,OR,97015,8940 SE JANNSEN RD,TH,Jannsen Road Apartments,3328,transitional housing,sheltered,"8940 SE JANNSEN RD, CLACKAMAS, OR, 97015",OR-507
8956,GRAVELLY LAKE DR SW,LAKEWOOD,WA,98499,8956 GRAVELLY LAKE DR SW,TH; RRH; ES; PSH; OPH,LASA - Flett Meadows PH; LASA - Prairie Oaks; Prairie Oaks; CHOICES; LASA - FPP; LASA - Family Shelter; Duplexes; LASA - Pathways to Housing Stability; Family Shelter,3951,mixed support,sheltered,"8956 GRAVELLY LAKE DR SW, LAKEWOOD, WA, 98499",WA-503
8986,ELK GROVE BLVD,ELK GROVE,CA,95624,8986 ELK GROVE BLVD,ES,Elk Grove Winter Sanctuary,32458,emergency shelter,unhoused,"8986 ELK GROVE BLVD, ELK GROVE, CA, 95624",CA-503
899,GUERRERO ST,SAN FRANCISCO,CA,94110,899 GUERRERO ST,ES,St. Joseph's Family Center,8133,emergency shelter,unhoused,"899 GUERRERO ST, SAN FRANCISCO, CA, 94110",CA-501
9,S 6TH AVE,YAKIMA,WA,98902,9 S 6TH AVE,ES,SAYHotel Vouchers,5862,emergency shelter,unhoused,"9 S 6TH AVE, YAKIMA, WA, 98902",WA-501
9,S NACHES AVE,YAKIMA,WA,98901,9 S NACHES AVE,TH,Transitional: Parkway Place,6908,transitional housing,sheltered,"9 S NACHES AVE, YAKIMA, WA, 98901",WA-501; WA-507
90,ARCHER ST,SAN JOSE,CA,95112,90 ARCHER ST,PSH,[CCP Housing Maintenance] MHSA Archer Studios; SCC MHD - MHSA Archer Street Apartments,5902; 42708,permanent supportive housing,sheltered,"90 ARCHER ST, SAN JOSE, CA, 95112",CA-500
90,FAITH WAY,PORT HADLOCK,WA,98339,90 FAITH WAY,PSH,South Seven Senior Village,5104,permanent supportive housing,sheltered,"90 FAITH WAY, PORT HADLOCK, WA, 98339",WA-501
900,5TH AVE,SAN RAFAEL,CA,94901,900 5TH AVE,PSH,Napa Supported Living Program; Good News Too!,1028,permanent supportive housing,sheltered,"900 5TH AVE, SAN RAFAEL, CA, 94901",CA-517
900,H ST,MODESTO,CA,95354,900 H ST,PSH,HALO - 14; Halo House 5; Halo House 1; Halo Vet II; Halo Houses 9; Halo House 3,6126,permanent supportive housing,sheltered,"900 H ST, MODESTO, CA, 95354",CA-510
900,HOPPER ST,PETALUMA,CA,94952,900 HOPPER ST,RRH; TH; PSH; ES,RRH (HCD); RRH (RCU/Tipping Point); Recuperative Care; Mary Isaak Multi-Service Center - Respite Beds; RRH (CDC); Rapid Re-Housing (Under Dev); Rapid Re-Housing State HCD (Housed); Singles PSH - Vets Housing I; RRH (City of Rohnert Park); RRH Private; Singles PSH - Vets Housing; RRH (ESG); Mary Isaak Center Winter Shelter; Shared Singles TH (Work Right) Petaluma; Mary Isaak Center Family Transitional Housing; PSH - MIC; MIC Severe Weather (Seasonal); PSH Singles; COTS Mary Isaak Center Severe Weather Beds; Koffler's Korner; Mary Isaak Multi-Service Center,1876,mixed support,sheltered,"900 HOPPER ST, PETALUMA, CA, 94952",CA-504
900,N ST,MERCED,CA,95341,900 N ST,ES,Hope Respite Care,9231,emergency shelter,unhoused,"900 N ST, MERCED, CA, 95341",CA-520
9002,NE 15TH AVE,VANCOUVER,WA,98665,9002 NE 15TH AVE,OPH; PSH,VHA - Rhododendron Place,10204,mixed support,sheltered,"9002 NE 15TH AVE, VANCOUVER, WA, 98665",WA-508
901,CALIFORNIA AVE,MODESTO,CA,95351,901 CALIFORNIA AVE,TH,California,6753,transitional housing,sheltered,"901 CALIFORNIA AVE, MODESTO, CA, 95351",CA-510
901,E BELMONT AVE,FRESNO,CA,93701,901 E BELMONT AVE,PSH,HOPWA,7530; 23928,permanent supportive housing,sheltered,"901 E BELMONT AVE, FRESNO, CA, 93701",CA-514
901,E SANTA CLARA ST,SAN JOSE,CA,95116,901 E SANTA CLARA ST,ES,OWL - Overnight Warming Locations - Roosevelt,8527,emergency shelter,unhoused,"901 E SANTA CLARA ST, SAN JOSE, CA, 95116",CA-500
901,RAINIER AVE S,SEATTLE,WA,98144,901 RAINIER AVE S,ES,Peter's Place; Roy Street,1657,emergency shelter,unhoused,"901 RAINIER AVE S, SEATTLE, WA, 98144",WA-500
901,S 13TH ST,TACOMA,WA,98405,901 S 13TH ST,RRH,AM - HUD CoC Rapid Re-Housing; AM - SO RRH CoC,828,rapid rehousing,sheltered,"901 S 13TH ST, TACOMA, WA, 98405",WA-503
9010,13TH AVE NW,SEATTLE,WA,98117,9010 13TH AVE NW,RRH; TH,United Indians Youth Home; Bridge Transitional Housing UIAT; Bridge Rapid Re-Housing UIAT,10173,mixed support,sheltered,"9010 13TH AVE NW, SEATTLE, WA, 98117",WA-500
9015,MURRAY AVE,GILROY,CA,95020,9015 MURRAY AVE,ES,La Casa Del Puente,2002,emergency shelter,unhoused,"9015 MURRAY AVE, GILROY, CA, 95020",CA-500
902,TUOLUMNE ST,VALLEJO,CA,94590,902 TUOLUMNE ST,RRH,Housing Essentials,1185,rapid rehousing,sheltered,"902 TUOLUMNE ST, VALLEJO, CA, 94590",CA-518
9021,N CENTRAL ST,PORTLAND,OR,97203,9021 N CENTRAL ST,PSH,Native American Youth Association (NAYA) - Ceel Ocks Manor (3003),4988,permanent supportive housing,sheltered,"9021 N CENTRAL ST, PORTLAND, OR, 97203",OR-501
9028,18TH AVE SW,SEATTLE,WA,98106,9028 18TH AVE SW,TH,ReNovo; Renovo,6944,transitional housing,sheltered,"9028 18TH AVE SW, SEATTLE, WA, 98106",WA-500
904,E ARLINGTON ST,YAKIMA,WA,98901,904 E ARLINGTON ST,TH; PSH,Transitional: 904 Arlington,10427,mixed support,sheltered,"904 E ARLINGTON ST, YAKIMA, WA, 98901",WA-501; WA-507
904,E HARTSON AVE,SPOKANE,WA,99202,904 E HARTSON AVE,ES,FPS--ES--Bridges Family Shelter; Family Promise,3635,emergency shelter,unhoused,"904 E HARTSON AVE, SPOKANE, WA, 99202",WA-502
904,G ST,EUREKA,CA,95501,904 G ST,TH,PACT,9599,transitional housing,sheltered,"904 G ST, EUREKA, CA, 95501",CA-522
904,W MISSION ST,SANTA BARBARA,CA,93101,904 W MISSION ST,TH; ES,Mission St. ES; S/A Mission Street,15086,mixed support,sheltered,"904 W MISSION ST, SANTA BARBARA, CA, 93101",CA-603
905,E 6TH ST,LOS ANGELES,CA,90021,905 E 6TH ST,OPH; PSH,Sec 8 Mod Rehab Rossmore 27; Rossmore Hotel; Sec 8 Mod Rehab Rossmore 31,9870,mixed support,sheltered,"905 E 6TH ST, LOS ANGELES, CA, 90021",CA-600
905,E 8TH ST,LOS ANGELES,CA,90021,905 E 8TH ST,ES; RRH; PSH,HFSS Homeless & Housing Program Fund; FSC Emergency Shelter (SSG); FSC Emergency Shelter; Shelter Plus Care - Tenant Based Project (HACoLA); HFSS Homeless & Housing Program Fund (SSG),28732,mixed support,sheltered,"905 E 8TH ST, LOS ANGELES, CA, 90021",CA-600
905,E 9TH ST,LONG BEACH,CA,90813,905 E 9TH ST,PSH,Asian Pacific Counseling and Treatment Center,32387,permanent supportive housing,sheltered,"905 E 9TH ST, LONG BEACH, CA, 90813",CA-600
905,E HOLT BLVD,ONTARIO,CA,91761,905 E HOLT BLVD,RRH,MH1 HEAP Rapid Rehousing (RR-H),4459,rapid rehousing,sheltered,"905 E HOLT BLVD, ONTARIO, CA, 91761",CA-609
905,NE 146TH ST,SHORELINE,WA,98155,905 NE 146TH ST,TH,Cesar Chavez House,1657,transitional housing,sheltered,"905 NE 146TH ST, SHORELINE, WA, 98155",WA-500
905,PICO BLVD,SANTA MONICA,CA,90405,905 PICO BLVD,TH,The Sober Inn,28644,transitional housing,sheltered,"905 PICO BLVD, SANTA MONICA, CA, 90405",CA-600
905,SPRUCE ST,SEATTLE,WA,98104,905 SPRUCE ST,RRH,Neighborhood House CoC - Rapid Re-Housing; Neighborhood House - RRH; Neighborhood House - RRH CoC; Student and Family Stability Initiative; Neighborhood House - Rapid ReHousing - Families,32620,rapid rehousing,sheltered,"905 SPRUCE ST, SEATTLE, WA, 98104",WA-500
906,E ARLINGTON ST,YAKIMA,WA,98901,906 E ARLINGTON ST,OPH; TH; PSH,Transitional: 906 Arlington; WFF 3,10427,mixed support,sheltered,"906 E ARLINGTON ST, YAKIMA, WA, 98901",WA-501; WA-507
907,E 7TH ST,LOS ANGELES,CA,90021,907 E 7TH ST,OPH; PSH,New Terminal Hotel; Sec 8 Mod Rehab New Terminal Hotel,38296,mixed support,sheltered,"907 E 7TH ST, LOS ANGELES, CA, 90021",CA-600
907,N BRADFORD AVE,PLACENTIA,CA,92870,907 N BRADFORD AVE,TH,HIS House,3535,transitional housing,sheltered,"907 N BRADFORD AVE, PLACENTIA, CA, 92870",CA-602
908,TUOLUMNE ST,VALLEJO,CA,94590,908 TUOLUMNE ST,TH; PSH,Sereno Village; Gateway; Sereno Village Expansion; Bonus Grant,1185,mixed support,sheltered,"908 TUOLUMNE ST, VALLEJO, CA, 94590",CA-518
908,W 12TH ST,VANCOUVER,WA,98660,908 W 12TH ST,TH,Transitional PBRA; Open House Shelter; Open House Shelter Annex,9452,transitional housing,sheltered,"908 W 12TH ST, VANCOUVER, WA, 98660",WA-508
909,4TH AVE,SEATTLE,WA,98104,909 4TH AVE,OPH; TH; RRH,YMCA Shared Homes; Independent Youth Housing Program; Young Adults in Transition; Seattle Housing Authority Voucher Program; YMCA Permanent Housing; Home At Last; Sea/King RRH for YA - YMCA; YMCA YAIT and Shared Homes; YAIT Drug Court; King County HA-YMCA; YMCA Host Homes King County,10365,mixed support,sheltered,"909 4TH AVE, SEATTLE, WA, 98104",WA-500
